Era,Name,Info/Notes,Length,Leak Date,File Date,File Date,Type,"Availability
(aka Snippet Central)",Quality,Link(s)
Ace,🗑️ Smack,Loose instrumental made in 2009.,4:14,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,CD Quality,https://pixeldrain.com/u/sGWbWUry
Ace,⭐️ Smooth Sailing,Loose instrumental made in 2009.,4:40,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/bnkcpZv9
Ace,Busta,Loose instrumental made in 2010-2011.,1:11,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/c5eKHa66
Ace,Forrest,Loose instrumental made in 2010.,3:02,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/5c4pxVJD
Ace,Lumpy Space Princess,"Wolf-era instrumental, made in 2012.",1:29,"Feb 22, 2024","Jul 4, 1905",2012,Instrumental,Full,High Quality,https://pixeldrain.com/u/ca9SL8fv
Ace,⭐ Teke,Loose instrumental made in 2011.,2:52,"Feb 22, 2024","Jul 3, 1905",2011,Instrumental,Full,CD Quality,https://pixeldrain.com/u/cdSLdcJk
Ace,"Drunk Too
(Drunk)","Ace beat, not related to the song on Domo Genesis' Rolling Papers.",2:36,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/cwfbaKjB
Ace,🗑️ Jerk,"Loose instrumental, year unknown.",2:42,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/CdhP1Ttw
Ace,"Kitty [V2]
(Fish (Instrumental), KittyKat)","First (or second) version of the ""Fish"" instrumental, only a short demo.",0:49,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/D8hRT4wF
At Your Own Risk [V1],"3-D [V3]
(Deminsion 3)","Earlier At Your Own Risk version of ""3-D,"" made in late 2006. Completely different from the final version. Track 19 on a second iteration of the AYOR tracklist, doesn't actually feature Chad Hugo or Jamiroquai.",2:20,"Feb 22, 2024","Jun 28, 1905",2006,Instrumental,Full,High Quality,https://pixeldrain.com/u/Sx86zPzJ
Stereo-Type,"✨ 7-Up (Instrumental) [V2]
(Classic Tyler 12)","Stereo-Type track, leaked as ""Classic Tyler 12."" Reused on Eargasm.",3:23,"Feb 22, 2024","Jun 29, 1905",2007,Instrumental,Full,Low Quality,https://pixeldrain.com/u/ts4aG3Cv
Stereo-Type,"Lounges X Blox (Instrumental) [V3]
(Lounges And Blox, Odd Future Freestyle)","Stereo-Type version of Lounges X Blox, later rapped over by Brandun Deshay for ""Odd Future Freestyle"".",4:29,"Feb 22, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/DpGszxCZ
Eargasm,⭐ April Fools,"Eargasm track, made in 2007. Used as the instrumental to a Hodgy Beats song of the same name. ",3:41,"Feb 22, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/qbrqmiog
Eargasm,"Bounce [V1]
(Classic Tyler 5)","Earlier version of ""Bounce"", that's lower quality with less production, most noticably being the saxophone ending at 0:49. Originally leaked as ""Classic Tyler 5.""",1:17,"Feb 22, 2024",,,Instrumental,Full,Low Quality,https://pixeldrain.com/u/XpGmQUrA
Eargasm,🗑️ June [V1],Eargasm track. Made in 2007.,2:47,"Feb 22, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/Vd1vv38d
Eargasm,"Dope Dealer (Instrumental) [V1]
(Classic Tyler 7)","Early version of the ""Dope Dealer"" instrumental, shorter and missing the 4 count intro. Leaked under ""Classic Tyler 7.""",2:08,"Feb 22, 2024",,,Instrumental,Full,Low Quality,https://pixeldrain.com/u/EVLVX7bc
Poly/Mono,⭐ Tasty,"Poly/Mono-era beat, made in 2009.",3:08,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/PF9Uj9Hv
Personal Stash,⭐ GO!,"Personal Stash beat, made around 2007 - 2008. Samples Justin Timberlake - Second Chance.",3:54,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/3jbbkwr2
Personal Stash,⭐ Sunday Brunch,"Personal Stash beat, made around 2007 - 2008 and dropped on imeem.",1:22,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/qB3zmN23
Dinosaur,Biscuits ,"Instrumental to ""Biscuits"" by Hodgy Beats, made on February 12th, 2009. Samples ""Glory Box"" by Portishead.",3:04,"Feb 22, 2024","Feb 12, 2009","Feb 12, 2009",Instrumental,Full,High Quality,https://pixeldrain.com/u/xEJUQqha
Dinosaur,Kids,"Dinosaur track, instrumental only. made on February 12th, 2009 but unknown if anyone recorded on it. ",1:47,"Feb 22, 2024","Feb 12, 2009","Feb 12, 2009",Instrumental,OG File,High Quality,https://pixeldrain.com/u/FjyTBmdv
Dinosaur,Pixxx ,"Dinosaur track, instrumental only.",3:48,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/jD2BFVXv
Dinosaur,"7
(Seven (Instrumental))","Instrumental to ""Seven,"" has some unheard parts.",2:09,"Feb 22, 2024",,,Instrumental,Full,Low Quality,https://pixeldrain.com/u/GEpvZPFt
Dinosaur,"FLBuunch
(Suicidal Thoughts (Instrumental), Last Roll (Instrumental))","Instrumental to ""Suicidal Thoughts"" and ""Last Roll"" by Domo Genesis. Samples ""Carol Ann"" by Soft Machine, made on April 16th, 2009.",4:47,"Feb 22, 2024","Apr 16, 2009","Apr 16, 2009",Instrumental,OG File,High Quality,https://pixeldrain.com/u/e6KGvE9o
Dinosaur,Friend Zone (Instrumental),"Instrumental to ""Friend Zone.""",2:53,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/9sfNRXde
Dinosaur,"Pants
(Rape (Instrumental))","Instrumental to ""Rape,"" made on December 22nd, 2008.",2:40,"Feb 22, 2024","Dec 22, 2008","Dec 22, 2008",Instrumental,Full,High Quality,https://pixeldrain.com/u/GHfpgoNc
Dinosaur,Session (Instrumental) [V1],"Instrumental to the solo ""Session"", literally just a beat loop.",1:13,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/4231UpjH
Dinosaur,The Kids Can Bleed (Instrumental),"Instrumental to ""The Kids Can Bleed,"" made on April 22nd, 2009.",1:59,"Feb 22, 2024","Apr 22, 2009","Apr 22, 2009",Instrumental,OG File,High Quality,https://pixeldrain.com/u/asC1jmg7
The Au79,⭐ 91 Haircut,"An instrumental from The Au79, made on March 5th, 2009. Uses the same drums as Last Hour and were both made on the same day. Could be a remix.",1:22,"Feb 22, 2024","Mar 5, 2009","Mar 5, 2009",Instrumental,Full,CD Quality,https://pixeldrain.com/u/vqpW3RNg
WOLF [V1],"Chewbacca (Instrumental)
(Oooh)","Instrumental to ""Chewbacca"", made sometime in 2009.",3:43,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/EyPa1yso
WOLF [V1],Good Morning (Instrumental),"Instrumental to ""Good Morning"" that was being sold with the acapella.",5:08,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/wGGhniDJ
Bastard,Tina [V1],"Rough draft of ""Tina"" with only Tyler's verse.",3:00,"Feb 22, 2024","Jul 1, 1905",2009,Song,Full,High Quality,https://pixeldrain.com/u/RN4yrZCB
Bastard,Llama (Instrumental),"Instrumental to ""Llama"", mentioned by Tyler in a tweet on October 10th, 2012.",3:40,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/2tyxLnq4
Bastard,"Purple
(VCR (Instrumental))","Instrumental to ""VCR.""",1:39,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/7sSybtd4
Earl,"Burritio
(Kill (Instrumental))","Instrumental to ""Kill"" by Earl Sweatshirt, made in 2010.",2:20,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/WasEpQxD
Rolling Papers,"Genesis
(Cap N Crunch (Instrumental))","Instrumental to ""Cap N Crunch"" by Domo Genesis, made in 2009, significantly longer than the released version.",4:37,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/vvTa6PeQ
Goblin,Analog [Instrumental] [V2],"Instrumental to ""Analog"" that was made during the Bastard 2 period, played during Nuts + Bolts. This version of the instrumental is unpitched, and is missing some sound effects.",2:54,"Feb 22, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/n7krLHKc
Goblin,Boppin' Bitch [Instrumental],"Instrumental to ""Boppin' Bitch.""",2:26,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/MY3cWR8W
Goblin,✨ Cheese,"Bastard 2 / Pre Goblin era instrumental, possibly an earlier version of the instrumentals to ""Sandwitches"" or ""Burger.""",2:14,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/PN9dFEmG
Goblin,"Foxy [V1]
(Her (Instrumental) [V1])","Earlier version of the instrumental to Her off of Goblin, doesn't contain the intro. Made in 2009 - 2010",3:30,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/brqzbywt
The OF Tape Vol. 2,"Toilet [V1]
(feat. Domo Genesis)
(Sam (Is Dead))","OG Filename: TOILET BNCE 1.2 RUFF
Rough draft of ""Sam (Is Dead)"" with an alternate intro, no first chorus & no last verse from Tyler. Mentioned on the freeperm archive.",3:11,"Feb 22, 2024",,,Song,Full,High Quality,https://pixeldrain.com/u/ia9ytu57
The OF Tape Vol. 2,Oldie (Instrumental) [V1],"Instrumental to ""Oldie"" that was made in early 2011, just a loop and is missing a lot of elements from the released version.",3:16,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/NzNX9g6c
Nilbog,80,Nilbog song.,2:58,"Feb 22, 2024","Jul 3, 1905",2011,Instrumental,Full,High Quality,https://pixeldrain.com/u/Qx8GyFrQ
Nilbog,Beldiv,"Nilbog song, made on May 1st, 2011.",3:56,"Feb 22, 2024","May 1, 2011","May 1, 2011",Instrumental,OG File,High Quality,https://pixeldrain.com/u/9fVaH1k1
Nilbog,"Escape [V1]
(Nike)","Early version of ""Nike"" from the Nike collaboration, made on May 1st, 2011 for Nilbog.",0:57,"Feb 22, 2024","May 1, 2011","May 1, 2011",Instrumental,OG File,High Quality,https://pixeldrain.com/u/NdudtQ9d
Nilbog,Green,Nilbog song.,3:27,"Feb 22, 2024","Jul 3, 1905",2011,Instrumental,Full,High Quality,https://pixeldrain.com/u/mAyquAtH
Nilbog,Nice Pants,"Instrumental to ""Baby (Tyler, The Creator Remix)"" that has a higher tempo and without an outro.",3:36,"Feb 22, 2024","Jul 3, 1905",2011,Instrumental,Full,High Quality,https://pixeldrain.com/u/D2Q34pLJ
Nilbog,"Souf
(Analog 2 (Instrumental))","Instrumental to ""Analog 2"" that was confirmed to be on Nilbog, doesn't contain the 4-count intro, nor the vox. Made before July as Tyler recorded Analog 2 [V1] on this.",2:10,"Feb 22, 2024","Jul 3, 1905",2011,Instrumental,Full,High Quality,https://pixeldrain.com/u/2GqP1a11
Nilbog,Tamie,Nilbog song.,1:36,"Feb 22, 2024","Jul 3, 1905",2011,Instrumental,Full,High Quality,https://pixeldrain.com/u/cLwvDtYP
Nilbog,⭐ Vader,"Nilbog song, made on May 1st, 2011.",3:02,"Feb 22, 2024","May 1, 2011","May 1, 2011",Instrumental,OG File,High Quality,https://pixeldrain.com/u/6YSgnhTy
Nilbog,Bad ,"Loose beat that was made during the Nilbog-era, but is not on Nilbog. Previewed in a Trash Talk video promoting their album, 119.",3:00,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/g8Y4oboZ
WOLF [V2],Slater [V2],"OG Filename: SLATER BNCE 1.0 RUFF
Rough draft of ""Slater"" with an open verse & different bass, made on February 22nd, 2012 and leaked on February 22nd, 2024 (this leak wouldve done numbers for Slater fans if it leaked before 2023).",2:52,"Feb 22, 2024","Feb 22, 2012","Feb 22, 2012",Song,OG File,High Quality,https://pixeldrain.com/u/LLjfmW5o
WOLF [V2],Slater [V3],"Later version of ""Slater"" with a complete outro, mentioned on the Freeperm archive in May 2012.",2:52,"Feb 22, 2024",,,Song,Full,High Quality,https://pixeldrain.com/u/mTxgaZcj
The Jellies!,"90s [V1]
(ref. Charlie Wilson)
(Pop Yo Coochie)","First version of ""90s"" with Charlie Wilson either doing a reference track or being a feature.",1:13,"Feb 22, 2024",,,Song,OG File,Lossless,https://pixeldrain.com/u/qyDJx6qm
The Jellies!,"✨ 90s [V2]
(Pop Yo Coochie)","Second version of ""90s"" with Tyler doing the vocals.",1:06,"Feb 22, 2024",,,Song,OG File,Lossless,https://pixeldrain.com/u/DvZiBdFe
The Jellies!,"90s [V3]
(Pop Yo Coochie)","Shorter and final version of ""90s"" without any vocals.",0:21,"Feb 22, 2024",,,Instrumental,OG File,Lossless,https://pixeldrain.com/u/rTYRaKVG
The Jellies!,"90s (Acapella) [V1]
(ref. Charlie Wilson)
(Pop Yo Coochie)","Acapella for the first version of ""90s.""",1:13,"Feb 22, 2024",,,Song,OG File,Lossless,https://pixeldrain.com/u/T6bx5Vcg
The Jellies!,Africa,Beat from The Jellies! soundtrack that was made in 2013.,1:16,"Feb 22, 2024",,,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/PpAzV9WC
The Jellies!,Beverly,Beat from The Jellies! soundtrack.,1:05,"Feb 22, 2024",,,Instrumental,OG File,Lossless,https://pixeldrain.com/u/h8o4jyeo
The Jellies!,Boo,The instrumental played at the intro.,3:00,"Feb 22, 2024",,,Instrumental,OG File,Lossless,https://pixeldrain.com/u/WoWucBb1
The Jellies!,Carver,Beat from The Jellies! soundtrack.,0:48,"Feb 22, 2024",,,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/979mpB52
The Jellies!,Congrats,Beat from The Jellies! soundtrack.,0:34,"Feb 22, 2024",,,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/L4y24C5T
The Jellies!,"✨ Crystal
(add. Kali Uchis)
(PERFECT)","Beat from The Jellies! soundtrack, used on the pilot for the show. Features Kali Uchis and was later used as the basis for ""PERFECT.""",0:31,"Feb 22, 2024",,,Instrumental,OG File,Lossless,https://pixeldrain.com/u/W7H3qqcW
The Jellies!,🗑️ Daft,Beat from The Jellies! soundtrack.,1:38,"Feb 22, 2024",,,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/YRDojLWr
The Jellies!,DMX,Beat from The Jellies! soundtrack.,0:50,"Feb 22, 2024",,,Instrumental,OG File,Lossless,https://pixeldrain.com/u/ZyVYgUZD
The Jellies!,Party,Short song from The Jellies! soundtrack.,0:45,"Feb 22, 2024",,,Song,OG File,Lossless,https://pixeldrain.com/u/PaqgLdWz
The Jellies!,Prince,Beat from The Jellies! soundtrack.,0:27,"Feb 22, 2024",,,Instrumental,OG File,Lossless,https://pixeldrain.com/u/v2tKx16P
The Jellies!,VladTV,"Beat from The Jellies! soundtrack, made on October 12th, 2017 but likely not used. Was thought to be an Ace beat for a while, but was disproven.",1:14,"Feb 22, 2024","Oct 12, 2017","Oct 12, 2017",Instrumental,OG File,Lossless,https://pixeldrain.com/u/qAuZdTXX
The Jellies!,"90s [V1] (Acapella)
(ref. Charlie Wilson)
(Pop Yo Coochie)","Acapella for the first version of ""90s.""",1:13,"Feb 22, 2024",,,Acapella,OG File,Lossless,https://pixeldrain.com/u/T6bx5Vcg
Scum Fuck Flower Boy,"Faggol [V1]
(Who Dat Boy (Instrumental))","Early version of the ""Who Dat Boy"" instrumental with lesser mixing and different instrumentals.",3:30,"Feb 22, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/ubNADujB
Scum Fuck Flower Boy,Mr. Lonely [V2],"Original version of ""Mr. Lonely"" that was seen on an original Flower Boy tracklist, separate from ""911.""",1:36,"Feb 22, 2024",,,Song,Full,High Quality,https://pixeldrain.com/u/ARKQUYhi
Flower Boy,"Spoon [V3]
(feat. Rex Orange County)
(Foreword)","Original mix of ""Foreword"" that sounds like the released version but with a worse, slower mix.",3:17,"Feb 22, 2024",,,Song,Full,High Quality,https://pixeldrain.com/u/k2rcfFyu
Flower Boy,November (Show Mix),"OG Filename: 06 November-ShowMix 1644-REF 24Jul2017
Show mix of ""November"" with an alternate intro and some lyrics missing.",3:23,"Feb 22, 2024",,,Show Mix,OG File,Lossless,https://pixeldrain.com/u/PW8x6Vca
Flower Boy,Foreword (Instrumental),"OG Filename: 01 Foreword-Instrumental 1644-REF 14Aug2017
Instrumental to ""Foreword.""",3:16,"Feb 22, 2024",,,Instrumental,OG File,High Quality,https://pixeldrain.com/u/EmiueEuK
Flower Boy,Garden Shed (Instrumental),"OG Filename: 07 GardenShed-Instrumental 1644-REF 14Aug2017
Instrumental to ""Garden Shed.""",3:45,"Feb 22, 2024",,,Instrumental,OG File,High Quality,https://pixeldrain.com/u/te3vVkCX
Flower Boy,Mr. Lonely (Instrumental),"OG Filename: 11 Mr.Lonely-Instrumental 1644-REF 14Aug2017
Instrumental to ""Mr. Lonely.""",1:29,"Feb 22, 2024",,,Instrumental,OG File,High Quality,https://pixeldrain.com/u/fUPfRLjK
Flower Boy,Pothole (Instrumental),"OG Filename: 06 Pothole-Instrumental 1644-REF 14Aug2017
Instrumental to ""Pothole.""",4:06,"Feb 22, 2024",,,Instrumental,OG File,High Quality,https://pixeldrain.com/u/ACxxeQZU
IGOR,A BOY IS A GUN* (Instrumental),"Instrumental to ""A BOY IS A GUN*.""",3:28,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/FcZC5oVz
IGOR,ARE WE STILL FRIENDS? (Instrumental),"Instrumental to ""ARE WE STILL FRIENDS?.""",4:29,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/1yVDmGZR
IGOR,I THINK (Instrumental),"Instrumental to ""I THINK.""",3:33,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/o5ficyPs
IGOR,IGOR'S THEME (Instrumental),"Instrumental to ""IGOR'S THEME.""",3:26,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/nGPnH2Mn
IGOR,NEW MAGIC WAND [V2] (Instrumental),"Instrumental to ""NEW MAGIC WAND.""",3:15,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/tiHBGUJE
IGOR,OKRA (Instrumental),"Instrumental to the released ""OKRA.""",2:28,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/65TwqQNE
IGOR,PUPPET (Instrumental),"Instrumental to ""PUPPET.""",2:58,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/E2U86veC
IGOR,RUNNING OUT OF TIME (Instrumental),"Instrumental to ""RUNNING OUT OF TIME.""",3:02,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/kSVXgrCD
IGOR,WHAT'S GOOD (Instrumental),"Instrumental to ""WHAT'S GOOD.""",3:25,"Feb 22, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/inP3sxc7
IGOR,OKRA (Acapella),"Acapella to the original ""OKRA.""",2:41,"Feb 22, 2024",,,Acapella,Full,CD Quality,https://pixeldrain.com/u/osrVY79p
IGOR,OKRA (TV Track),"TV track for the original ""OKRA,"" surprisingly has elements from the release version so it can be concluded that this is the final instrumental pitched down.",2:41,"Feb 22, 2024",,,Tv Track,Full,CD Quality,https://pixeldrain.com/u/cD1bPwQt
CALL ME IF YOU GET LOST [V1],"INTRO [V2]
(SIR BAUDELAIRE)","OG Filename: INTRO RUFF REFF 1
Original version of ""SIR BAUDELAIRE"" with worse mixing, a longer intro, alternate outro & without DJ Drama. Likely from this era.",1:30,"Feb 22, 2024",,,Song,OG File,High Quality,https://pixeldrain.com/u/zVBZWhZT
CALL ME IF YOU GET LOST [V1],"MASSA [V1]
(prod. Tyler, The Creator & Pharrell Williams)","OG Filename: MASSA PROMO STAMP
Original version of ""MASSA"" without DJ Drama and no spoken-word intro, tagged for sample clearance (they know who the fuck sent this).",3:29,"Feb 22, 2024",,,Song,Tagged,CD Quality,https://pixeldrain.com/u/pSpSStPi
CALL ME IF YOU GET LOST [V1],"SAVAGE
(feat. Domo Genesis)
(MANIFESTO)","OG Filename: SAVAGE RUFF REF 1
Original version of ""MANIFESTO"" with less production, no DJ Drama & without the spoken-word intro.",2:50,"Feb 22, 2024",,,Song,OG File,High Quality,https://pixeldrain.com/u/DMsRhccv
CALL ME IF YOU GET LOST [V1],"Wus Ya Name
(feat. NBA YoungBoy & Ty Dolla $ign)
(WUSYANAME)","OG Filename: Tyler Wus Ya Name NHMPMix1
Original version of ""WUSYANAME"" with an alternate outro, worse mixing, offbeat vocals, production differences and without DJ Drama.",2:02,"Feb 22, 2024",,,Song,OG File,CD Quality,https://pixeldrain.com/u/JSFZG51K
CALL ME IF YOU GET LOST [V1],"Snoh Aalegra - NEON PEACH [V4]
(feat. Tyler, The Creator) (prod. Tyler, The Creator)","OG Filename: 01 Neon Peach JELLIS MIX r7
Version of ""NEON PEACH"" with alternate mixing & a longer fade out.",,"Feb 22, 2024",,,Feature,OG File,CD Quality,LINK NEEDED
Eargasm,"808s and Cupcakes
(Brotherly Love (Instrumental))","Eargasm track, originally made for Eargasm then given to Jack Mushroom for his song ""Brotherly Love"" with Skoolie since Tyler & Earl wanted him to rap.",3:54,"Feb 19, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/v3P1fo3o
Poly/Mono,"Air
(DTA (Instrumental))","Instrumental to ""DTA"" by Casey Veggies. Previewed in an old Peas & Carrots video on Youtube. Made in 2009.",2:50,"Feb 19, 2024","Jun 30, 1905",2008,Instrumental,Full,CD Quality,https://pixeldrain.com/u/jURpxUi9
Goblin,"666 [V1]
(Sandwitches)","Original version of ""Sandwitches"" with no intro, no second Tyler verse & no second Hodgy verse. Made in 2010.",3:52,"Feb 19, 2024","Jul 2, 1905",2010,Song,Full,CD Quality,https://pixeldrain.com/u/EfxSdUka
Bastard,VCR [V1],"Original version of ""VCR"" that was released to Hypebeast & on his MySpace, this version is pretty much similar to the release version but without Wheels. ",1:39,"Feb 8, 2024",,,Song,Full,High Quality,https://pixeldrain.com/u/BZySMueS
