Era,Name,Notes,Length,"Release
Date",Type,Streaming,Link(s),Alternate Link(s)
Entergalactic [V1],"ScHoolboy Q - Dangerous
(prod. DJ Dahi) (feat. Kid Cudi)","Track 10 from ScHoolboy Q's 2018 album CrasH Talk. Written by Quincy Hanley, Scott Mescudi, & Dacoury Natche. Recorded by James Hunt. Assisted by Liz Robson. Kid Cudi Vocals recorded by William J. Sullivan. MIxed by Aria Angel Ali, Cyrus ""Nois"" Taghipour & Derek ""MixedByAli"" Ali. Assistant Engineer by Zach Acosta. Mastered by Mike Bozzi. Samples the song ""Prima Donna"" by Vince Staples.",2:30,Apr 2019,Feature,Yes,https://open.spotify.com/track/0IH3D0P8OrQFs6ajcqbm0R?si=c703c941a03a427f,
Entergalactic [V1],"Jaden Smith - On My Own
(prod. LASTNIGHT, OmArr, & Dinuzzo) (feat. Kid Cudi)","Track 15 from Jaden Smith's 2019 album ERYS. Written by Jaden Smith, Scott Mescudi, Kyle Edwards, Omarr Rambert, & Darrien Overton. Engineered by James Rim. Assistant Recording by Thomas Cullison, Derrick Jenner, Josh Sellers, Ben Cole, Jon Sher, John Armstong, Josh Harris, & William J. Sullivan. Mixed by Stan Greene. Mixing Assistant by Brian Goddard. Mastered by Stan Greene.",4:04,Jul 2019,Feature,Yes,https://open.spotify.com/track/4D1eVq5AUILwjg3tAe7o6M?si=888b905e945c4517,
,Man On The Moon III: The Chosen,"(??/??/2019) (Kid Cudi makes ""2 or 3"" songs that don't fit the current projects, he turns them into 'Man On The Moon III: The Chosen') 
(12/11/2020) ('Man On The Moon III: The Chosen' officially releases)
(2019-2020)",,,"""Man on the Moon III: The Chosen"" is the (alleged) final installment in Kid Cudi's highly acclaimed 'Man on the Moon' trilogy. The album showcases the rapper and singer's versatility and range as an artist, blending elements of hip-hop, R&B, and alternative rock to create an emotional and thought-provoking musical journey. The album features introspective lyrics that explore themes of self-discovery, growth, and resilience. This would be worked on at the same time as 'THE SCOTTS' album, which would later be confirmed canceled in late 2022, then in April 2023 Cudi stated ""maybe"" to the idea of the album again.",,,
Man On The Moon III,"Leader Of The Delinquents
(prod. Dot Da Genius, & Arkateqq)","Single Written by Scott Mescudi, Oladipo Omishore, & Woodro Skillson. Engineered by William J. Sullivan. Mixed by William J. Sullivan. Mastered by William J. Sullivan. Samples the song ""Black Grass"" by Bad Bascomb.",3:09,Apr 2020,Single,Yes,https://open.spotify.com/track/3hR48Bj9Wgl6xunDG4nsRZ?si=930f8518f86b4cf7,
Man On The Moon III,"THE SCOTTS - THE SCOTTS
(prod. Dot Da Genius, Plain Pat, & Take A Daytrip) (Performed by Kid Cudi & Travis Scott)","Single Written by Jacques Webster, Scott Mescudi, Oladipo Omishore, Patrick Reynolds, Mike Dean, Denzel Baptiste, & David Biral. Mixed by Mike Dean. Recorded by Jimmy Cash, & Jacques Webster. Mastered by Mike Dean.",2:45,Apr 2020,Single,Yes,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk?si=b26f383b6733418a,
Man On The Moon III,"The Adventures of Moon Man and Slim Shady
(prod. Dot Da Genius, Eminem, & J Gramm) (feat. Eminem)","Single Written by Scott Mescudi, Marshall Mathers, Oladipo Omishore, Luis Resto, & Julian Gramma. Mixed by Mike Strange. Additional Mixing by William J. Sullivan. Engineered by Tony Campana, & Joe Strange. Keyboards by Luis Resto. Mastered by Brian Gardner.",4:25,Jul 2020,Single,Yes,https://open.spotify.com/track/38iBrrbbXyWaSPkmuDNgjZ?si=24202902edac4b23,
Man On The Moon III,"Beautiful Trip
(prod. Kid Cudi, Dot Da Genius, Emile Haynie, Plain Pat, & FINNEAS)","Track 1 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Emile Haynie, Oladipo Omishore, Patrick Reynolds, & Finneas O'Connell. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta. Interpolates the song ""In My Dreams (Cudder Anthem)"" by Kid Cudi.",0:37,Dec 2020,Album Track,Yes,https://open.spotify.com/track/4IIuCotvqijraSdnVLaFnM?si=700ccfcd3ff44c88,
Man On The Moon III,"Tequila Shots
(prod. Dot Da Genius, & Take A Daytrip)","Track 2 from Kid Cudi's 2020 album MOTM II: The Chosen. Written by Scott Mescudi, Oladipo Omishore, David Biral, & Denzel Baptiste. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta.",3:13,Dec 2020,Album Track,Yes,https://open.spotify.com/track/30KctD1WsHKTIYczXjip5a?si=8cbfb0ca7f084a2f,
Man On The Moon III,"Another Day
(prod. Dot Da Genius, Take A Daytrip, & Noasj Thing)","Track 3 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, Jason Chung, David Biral, & Denzel Baptiste. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta. Interpolates lyrics from the song ""Mr. Rager"" by Kid Cudi",3:19,Dec 2020,Album Track,Yes,https://open.spotify.com/track/6myUpr3GDR80Dg3zqNTmmG?si=3b895356be05443f,
Man On The Moon III,"She Knows This
(prod. Dot Da Genius, J Gramm, & FNZ)","Track 4 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, Julian Gramma, Michael Mule, & Isaac DeBoni. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta. Contains an audio clip from ""Scott Pilgrim Vs. The World"" courtesy of Universal Studios Licensing LLC.",3:36,Dec 2020,Album Track,Yes,https://open.spotify.com/track/1xzUQMiCoY5pdego0pHMeV?si=b950685b296244ed,
Man On The Moon III,"Dive
(prod. Anthony Kilhoffer, Teddy Walton, & Aaron Bow)","Track 5 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Anthony Kilhoffer, Teddy Walton, Aaron Bow, & Kevin Parker. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta. Samples the song ""Love/Paranoia"" by Tame Impala.",2:28,Dec 2020,Album Track,Yes,https://open.spotify.com/track/7Hc3YL8oDiAzbiAW32KXrw?si=da8db70f58064ce9,
Man On The Moon III,"Damaged
(prod. Dot Da Genius, Take A Daytrip, & Mike Dean)","Track 6 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, David Biral, Denzel Baptiste & Mike Dean. Keyboards by Mike Dean. Synthesizer by Mike Dean. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta.",2:30,Dec 2020,Album Track,Yes,https://open.spotify.com/track/2n7Ao4nyESBa5ti8gcAbBt?si=9d50fd82f4494d0e,
Man On The Moon III,"Heaven On Earth
(prod. Anthony Kilhoffer, & DST The Danger)","Track 7 from Kid Cudi's 2020 album MOTM III: The Chosen. Witten by Scott Mescudi, Anthony Kilhoffer, & Destin Okitana Omambo. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta.",3:21,Dec 2020,Album Track,Yes,https://open.spotify.com/track/2koUj1Fn5TKFEkChSmBPIb?si=48fd994163c540a0,
Man On The Moon III,"Show Out
(feat. Pop Smoke, & Skepta)","Track 8 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Bashar Jackson, Joseph Adenuga, Oladipo Omishore, Patrick Reynolds, Christopher Justice, & Everett Romano. Produced by Dot Da Genius, Plain Pat, & Gravez. Co-produced by Heavy Mellow. Mixed by Manny Marroquin. Recorded by William J. Sullivan, Paul ""Parker"" Irizarry, Max McAllister, & Joshua Faulkner. Mastered by Joe LaPorta. Creative Coordinator: Riliwan ""rilgood"" Salam.",2:54,Dec 2020,Album Track,Yes,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv?si=309a50a2435449ba,
Man On The Moon III,"Solo Dolo Part III
(prod. Kid Cudi, Dot Da Genius, & Plain Pat)","Track 9 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, Patrick Reynolds, Nicholas Britell, & Rafeal Brown. Mixed by Manny Marroquin, Jeremie Inhaber, Chris Galland, & Zach Pereyra. Recorded by William J. Sullivan & Chris Kahn at EastWest Studios in Los Angeles, CA. Mastered by Joe LaPorta. Contains a portion of the score from the King ""Tetrachord - War and Fate"" written by Nicholas Britell used courtesy of Netflix and Maisie Anthems.",4:02,Dec 2020,Album Track,Yes,https://open.spotify.com/track/27oVCAziETRbNuo5A8LNpg?si=e53b77126d294bfc,
Man On The Moon III,"Sad People
(prod. Dot Da Genius, & Take A Daytrip)","Track 10 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, David Biral, & Denzel Baptiste. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta.",2:56,Dec 2020,Album Track,Yes,https://open.spotify.com/track/4nuAslShoN77tq12fzwjUq?si=5b00c31ad93a414c,
Man On The Moon III,"Elsie's Baby Boy (Flashback)
(prod. Kid Cudi, & E. VAX)","Track 11 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi. Mixed by Manny Marroquin. Recorded by William J. Sullivan, & Iain Findlay. Mastered by Joe LaPorta. Samples ""I'm never gonna get out of this town, Am I, Gordie?"" from the movie Stand By Me. Interpolates the song ""House of the Rising Sun"" by Alan Price.",3:39,Dec 2020,Album Track,Yes,https://open.spotify.com/track/6jiwr6xTHqjdun5d3cEwXV?si=b4df6ab24a0d4edd,
Man On The Moon III,"Sept. 16
(prod. Dot Da Genius, Plain Pat, Emile. & FINNEAS)","Track 12 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, Emile Haynie, Patrick Reynolds, & Finneas O'Connell. Mixed by Mannie Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta.",4:09,Dec 2020,Album Track,Yes,https://open.spotify.com/track/3Uw2se3aQU1UFrpRBvBnB4?si=198055b6fb72460e,
Man On The Moon III,"The Void
(prod. Kid Cudi, & Mike Dean)","Track 13 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, & Mike Dean. Keyboards by Mike Dean. Synthesizer by Mike Dean. Mixed by Manny Marroquin. Recorded by William J. Sullivan, & Iain Findlay. Mastered by Joe LaPorta. Samples the song ""Time"" written by M. Rebolledo and A. Schaufler and performed by The Pachanga Boys.",5:25,Dec 2020,Album Track,Yes,https://open.spotify.com/track/2yg7MXp8nSPaf61HVkhEr3?si=dca51e1f4b8b4dd4,
Man On The Moon III,"Lovin Me
(prod. Dot Da Genius, Charlie Handsome, William J. Sullivan, & Ramii) (feat. Phoebe Bridgers)","Track 14 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Ryan Vojtesak, Oladipo Omishore, William J. Sullivan, Rami Eadeh, & Phoebe Bridgers. Mixed by Manny Marroquin, Chris Galland, Jeremie Inhaber, & Zach Pereyra. Recorded by William J. Sullivan, & Iain Findlay. Mastered by Joe LaPorta. Contains additional elements by A.J. Hall.",2:45,Dec 2020,Album Track,Yes,https://open.spotify.com/track/3JdwGk8j7lHN5qdzJZklam?si=ea8d0e86ab114fc2,
Man On The Moon III,"The Pale Moonlight
(prod. Dot Da Genius, E. VAX, & Ramii)","Track 15 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, Rami Eadeh, Evan Mast. Mixed by Manny Marroquin, Chris Galland, Jeremie Inhaber, & Zach Pereyra. Recorded by Dot Da Genius, & William J. Sullivan. Mastered by Joe LaPorta.",2:56,Dec 2020,Album Track,Yes,https://open.spotify.com/track/4EjbAh7YHU3VARkfkamZ8R?si=52edb8e28ac748da,
Man On The Moon III,"Rockstar Knights
(prod. Dot Da Genius, Mike Dean, Wondagurl, & Take A Daytrip) (feat. Trippie Redd)","Track 16 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Michael White II, Oladipo Omishore, Ebony Oshunrinde, David Biral, Denzel Baptiste, Julius-Alexander Brown, & Mike Dean. Keyboards by Mike Dean. Synthesizer by Mike Dean. Mixed by Manny Marroquin. Recorded by Dot Da Genius, William J. Sullivan, & Igor Mamet. Mastered by Joe LaPorta.",3:51,Dec 2020,Album Track,Yes,https://open.spotify.com/track/4J9SI7do4KOEsCexqEbjmR?si=832c5ad20fc84b76,
Man On The Moon III,"4 Da Kidz
(prod. Dot Da Genius, Mike Dean, Wondagurl, & Take A Daytrip)","Track 17 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, David Biral, Denzel Baptiste, Ebony Oshunrinde, & Mike Dean. Keyboards by Mike Dean. Synthesizer by Mike Dean. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta. Contains audio from ""Cast Away,"" courtesy of Twentieth Century Fox and Paramount Pictures. ",3:04,Dec 2020,Album Track,Yes,https://open.spotify.com/track/2ZDRkJrKbceJRgLKkuex14?si=88bd542fb35e4e6c,
Man On The Moon III,"Lord I Know
(prod. Dot Da Genius, Mike Dean, Take A Daytrip, LEN20, & 18YOMAN)","Track 18 from Kid Cudi's 2020 album MOTM III: The Chosen. Written by Scott Mescudi, Oladipo Omishore, David Biral, Denzel Baptiste, Vincent Goodyer, & Mike Dean. Keyboards by Mike Dean. Synthesizer by Mike Dean. Mixed by Manny Marroquin. Recorded by William J. Sullivan. Mastered by Joe LaPorta.",3:32,Dec 2020,Album Track,Yes,https://open.spotify.com/track/7f2voPcnDEAzX4yB8SLnU2?si=e7eca83c02fb418f,
Man On The Moon III,"Selena Gomez - A Sweeter Place
(prod. Kid Cudi, Dot Da Genius, Plain Pat, Mike Dean, & Ian Kirkpatrick) (feat. Kid Cudi)","Track 13 from Selena Gomez's 2020 album Rare. Written by Selena Gomez, Scott Mescudi, Madison Love, Uzoechi Emenike, & Ian Kirkpatrick. Engineering and Arrangements by William J. Sullivan, Bart Schoudel, Liz Robson, & Ian Kirkpatrick. Assisted by Kevin Brunhober, Andrew Boyd, Chris Kahn, & Bo Bodnar. Instrumentation by Kid Cudi, Mike Dean, Patrick Reynolds, Oladipo Omishore, & Ian Kirkpatrick. Backing Vocals by Kid Cudi, Madison Love, MNEK, & Ian Kirkpatrick. Mixed by Tony Maserati. Assistant Mix Engineered by David Kim. Mastered by Chris Gehringer, & Will Quinnell.",4:23,Jan 2020,Feature,Yes,https://open.spotify.com/track/4bb94wZVF1cX66vQjNeJTX?si=3dbc96e93f2a4892,
Man On The Moon III,"Ty Dolla $ign - Temptations
(prod. Skrillex, Hit-Boy, & James Blake) (feat. Kid Cudi)","Track 3 from Ty Dolla $ign's 2019 album Featuring Ty Dolla $ign. Written by Tyrone Griffin Jr. Scott Mescudi, Sonny Moore, Melvin Ray Moore, Jazzae De Waal, Derrick Milano, & Chauncey Hollis. Recorded by William J. Sullivan, & Rafael Fai Bautista. Mixed by Skrillex. Assistant Mix Engineer by Chris Kahn. Additional Mixing by Drew Gold, James Royo, Rafael Fai Bautista, & William J. Sullivan. Mastered by Mike Bozzi, & Nicolas de Porcel.",2:33,Oct 2020,Feature,Yes,https://open.spotify.com/track/0SKbj3NTkGFS76OkFmAw0u?si=68293ed642a946c5,
,INSANO [V1],"(12/11/20) ('Man On The Moon III' releases.)
(12/11/21) (Kid Cudi announces an unnamed album at Rolling Loud)
(2020-2021)",,,"It's unknown how much or what exactly Cudi worked on during this time. Around the end of 2021, Cudi announced an album at Rolling Loud. We know nothing else about the project, but it is very likely to just be Cudi's original idea for ""INSANO."" We do not know if the album he wanted to drop in 2022 before 'Entergalactic' was 'The Boy Who Flew To The Moon, vol.1' or something else. The only ""new"" song on that album was ""love."" which was already released via SoundCloud.",,,
INSANO [V1],"Playboi Carti - M3tamorphosis
(prod. F1ILTHY, & Gab3) (feat. Kid Cudi)","Track 6 from Playboi Carti's 2020 album Whole Lotta Red. Written by Jordan Carter, Scott Mescudi, Richard Ortiz, & Gabriel Rousseau.",5:12,Dec 2020,Feature,Yes,https://open.spotify.com/track/7zLMYtNJcabv4h4wBnjNQI?si=3aa8d3088f954605,
INSANO [V1],"David Guetta - Memories (2021 Remix)
(prod. David Guetta, Frédéric Riesterer, & Timofey Reznikov) (feat. Kid Cudi)","Released as a Single. 
Written by Scott Mescudi, David Guetta, & Fred Rister.",2:42,Jan 2021,Feature,Yes,https://open.spotify.com/track/59o6ojGNGJOYiVJSzC6Lsa?si=39268a862cdb459c,
INSANO [V1],"Young Thug - Moon Man
(prod. BRYVN, Neenyo, Har2Nok, & Bainz) (feat. Kid Cudi, & Strick)","Track 27 from YSL's 2021 album Slime Language 2. Written by Jeffery Williams, Scott Mescudi, & Tauren Strickland. Mastered by Joe LaPorta.",3:20,Apr 2021,Feature,Yes,https://open.spotify.com/track/5hTVyxGfOKyBYhY8fgIIzT?si=b1edd319386949ad,
INSANO [V1],"WILLOW - t r a n s p a r e n t s o u l (Remix)
(prod. Tyler Cole) (feat. Kid Cudi, & Travis Barker)","Released as a single.
Written by Willow Smith, Scott Mescudi, Travis Barker, & Tyler Cole. Co-produced by Travis Barker. Recorded by Zach Brown. Assistant Recording Engineers by Thomas Cullison, & John Armstrong. Mixed by Mario McNulty. Drums by Travis Barker. Drum Programming by Travis Barker. Mastered by Michelle Mancini.",3:19,Apr 2021,Feature,Yes,https://open.spotify.com/track/1QL7nSDZCwZMnbisV4KOXt?si=2d2e824bdfa54ee1,
INSANO [V1],"Tequila Shots
(feat. The International Space Orchestra)",Track 1 from the Primeday Show X Kid Cudi.,3:57,Jun 2021,EP,Yes,https://www.amazon.com/dp/B0979W3W3X/ref=dm_ws_tlw_trk1,
INSANO [V1],"Sad People
(feat. The International Space Orchestra)",Track 2 from the Primeday Show X Kid Cudi.,3:44,Jun 2021,EP,Yes,https://www.amazon.com/dp/B0979X184W/ref=dm_ws_tlw_trk2,
INSANO [V1],"4 Da Kidz
(feat. The International Space Orchestra)",Track 3 from the Primeday Show X Kid Cudi.,3:44,Jun 2021,EP,Yes,https://www.amazon.com/dp/B0979WD6ML/ref=dm_ws_tlw_trk3,
INSANO [V1],"Mr. Rager
(feat. The International Space Orchestra)",Track 4 from the Primeday Show X Kid Cudi.,6:41,Jun 2021,EP,Yes,https://www.amazon.com/dp/B0979SSS4V/ref=dm_ws_tlw_trk4,
INSANO [V1],"Pursuit Of Happiness
(feat. The International Space Orchestra)",Track 4 from the Primeday Show X Kid Cudi.,6:20,Jun 2021,EP,Yes,https://www.amazon.com/dp/B0979TSCK8/ref=dm_ws_tlw_trk5,
INSANO [V1],"Pop Smoke - 8 Ball
(prod. Swizz Beatz, MusicMan Ty, & Avenue Beatz) (feat. Kid Cudi)","Track 18 from Pop Smoke's 2021 Posthumous album Faith. Written by Bashar Jackson, Scott Mescudi, Kasseem Dean, & Tyrone Johnson. Recorded by Corey ""Cutz"" Nutile, & William J. Sullivan. Mixed by Jess Jackson. Mastered by Jess Jackson. Assisted by Ciel Eckard-Lee, & David Bone. Executive produced by Bashar Jackson, Steven Victor, Audrey Jackson, Gregory Jackson, & Rico Beats.",2:56,Jul 2021,Feature,Yes,https://open.spotify.com/track/4j0Pv2jLMmtn2kyw6JVt8u?si=ca72d3f3eea64987,
INSANO [V1],"Skepta - Peace Of Mind
(prod. Skepta, & Josh Faulkner) (feat. Kid Cudi, & Teezee)","Track 2 from Skepta's 2021 EP All In - EP. Written by Josephy Adenuga, Teniola Zaccheaus, Scott Mescudi, Thomas Bell, & William Hart. Samples the song ""You Can't Be Loving Him"" by The Delfonics.",3:55,Jul 2021,Feature,Yes,https://open.spotify.com/track/1rGcL6S3zlLjOvyKMsABMV?si=118a55e6b482467a,
INSANO [V1],"Kanye West - Moon
(prod. Kanye West, E. Vax, BoogzDaBeast, & DJ Khalil) (feat. Kid Cudi, & Don Toliver)","Track 3 from Kanye West's 2021 album Donda (Deluxe). Written by Caleb Zackery Toliver, Scott Mescudi, Kanye West, Malik Yusef, Evan Mast, Jahmal Gwin, & Khalil Abdul-Rahman. Recorded by Josh Berg, Mikalai Skrobat, Alejandro Rodriguez-Dawson, Drrique Rendeer, James Kelso, & Roark Bailey. Assisted by Will Chason. Mixed by Mike Dean, & Irko. Vocal Editing by Louis Bell, & Patrick Hundley. Mastered by Irko.",2:36,Aug 2021,Feature,Yes,https://open.spotify.com/track/0tffNoL4418lhzZmJJFNB7?si=0b930e711d614de1,
INSANO [V1],"Kanye West - Remote Control (Pt. 2)
(prod. Kanye West, Ojivolta, Cubeatz, Digital Nas, 88-Keys, Mike Dean, & Twisco) (feat. Young Thug, & Kid Cudi)","Track 12 from Kanye West's 2021 album Donda (Deluxe). Written by Kanye West, Jeffery Williams, Scott Mescudi, Cydel Young, Charles Njapa, Kevin Gomringer, Mark Williams, Mike Dean, Nasir Pemberton, Raul Cubina, & Tim Gomringer. Harp by Brandee Younger.",5:23,Nov 2021,Feature,Yes,https://open.spotify.com/track/5TRekQsv96kQezYd8TkilW?si=1893ed0ab7f94b26,
INSANO [V1],"Drake - IMY2
(prod. Harley Arsenault) (feat. Kid Cudi)","Track 19 from Drake's 2021 album Certified Lover Boy. Written by A Graham, Scott Mescudi, Harley Arsenault, C Owuor, A Benfaress, Eddy Bizimana, Dounia Aznou, & K Castaneda. Co-produced by Clibbo, & Houssam. Additional Production by 3DDY, Yume, & KanielTheOne. Recorded by Noel Cadastre. Mixed by Noah Shebib. Drums, Bass, & Keyboards by Harley Arsenault.",4:12,Sep 2021,Feature,Yes,https://open.spotify.com/track/7F9cT6hIRhnFCYP6GKS0tf?si=42ae4a8c70e34156,
