Era,Name,Track Number / Info,Track Length,Release Date,Type,Streaming,Link(s)
Detox [V2],"Stat Quo - Here We Go
(prod. Dr. Dre, Mark Batson & Dawaun Parker)","Promotional single released on CD and 12"" by Stat Quo on Shady Records/Aftermath Entertainment in 2007. Advertised as being from ""the upcoming album ""Statlanta"" coming soon"".",3:41,2007,Production,Yes,https://open.spotify.com/track/7a6g9pEJTPSgY4dzPgizjH?si=69c3ee10e2dc46fb
Detox [V2],"The Game - Intro To The Documentary
(prod. Dr. Dre & Che Pope)","Track 1 on ""The Documentary"". Includes keys by Mike Elizondo and Mark Batson. Samples ""Down into the Magic"" by Hanson.",0:32,"Jan 18, 2005",Production,Yes,https://open.spotify.com/track/3ZbwuPHAAUfPF8JWAuDuNF?si=c58d35d285ad4da5
Detox [V2],"The Game - Higher [V1]
(add. Dr. Dre) (prod. Dr. Dre, Mark Batson & Mike Elizondo)","Track 5 on Charge It To The Game - The Mixtape. Has a longer intro. Also appeared untagged in Midnight Club 3: Dub Edition, but was censored.",4:38,"Nov 23, 2004",Production,No,https://pillows.su/f/6b94558ce1b4910c6688fa3c9efed08d
Detox [V2],"The Game - Higher [V2]
(add. Dr. Dre) (prod. Dr. Dre, Mark Batson & Mike Elizondo)","Track 5 on ""The Documentary"". The song was originally 50 Cent's for ""The Massacre"", but Dre gave the beat to The Game. Includes additional instrumentation by Mike Elizondo.",4:05,"Jan 18, 2005",Production,Yes,https://open.spotify.com/track/1y1tR1JotMVR4HQk4X1BL5?si=cdf004baf1134c8d
Detox [V2],"The Game - How We Do
(feat. 50 Cent) (prod. Dr. Dre & Mike Elizondo)","Track 6 on ""The Documentary"" and released as the second single for the album. Includes additional instrumentation by Scott Storch. Samples ""Smerphies Dance"" by Spyder-D.",3:55,"Nov 23, 2004",Production,Yes,https://open.spotify.com/track/4PmMVdIFpJTB9WQbmILf4p?si=f9dee8fcc4324472
Detox [V2],"The Game - Don't Need Your Love
(feat. Faith Evans) (prod. Havoc & Dr. Dre)","Track 7 on ""The Documentary"". Produced by Havoc with additional production by Dr. Dre. Includes bass by Mike Elizondo. Samples ""Not Gon' Cry"" by Mary J. Blige.",4:26,"Jan 18, 2005",Production,Yes,https://open.spotify.com/track/1RTDKi9Rjr8HboEdUa0Qsg?si=66f087bb36784f4c
Detox [V2],"The Game - Start From Scratch
(feat. Marsha Ambrosius) (prod. Dr. Dre & Scott Storch)","Track 10 on ""The Documentary"". Interpolates ""From Scratch"" by Mase.",4:07,"Jan 18, 2005",Production,Yes,https://open.spotify.com/track/1gJnLSxvNGu96XBj2uweja?si=526316900bda490a
Detox [V2],"The Game - Don't Worry
(feat. Mary J. Blige) (prod. Dr. Dre & Mike Elizondo)","Track 17 on ""The Documentary"". Includes keys by Mike Elizondo & Lionel Holoman.",4:11,"Jan 18, 2005",Production,Yes,https://open.spotify.com/track/7xdBeQc0K3KbaMulw78iMU?si=7f01e17d4d5d48ac
Detox [V2],"Ya Boy - Barbershop
(feat. Bishop Lamont) (prod. Dr. Dre)","Released as the lead single for Ya Boy's ""Self-titled EP"", however that doesn't seem to have ever actually released and instead the song appeared as track 12 on his mixtape ""Chapter 1 ""The Rise"""". Even though the actual back cover to the mixtape doesn't list him among the producers for the tape, Ya Boy references recording with Dre in the song. It's hard to find relaible information on Ya Boy's music as he's been largely forgotten.",3:34,"Jul 16, 2007",Production,No,https://pillows.su/f/2afd8c0d581a5890ef44730693ee63a7
Detox [V2],"Young Buck - Hold On
(feat. 50 Cent) (prod. Dr. Dre & Che Pope)","Track 8 on ""Buck The World"". Includes keys by Dawaun Parker and Neff-U.",3:59,"Mar 27, 2007",Production,Yes,https://open.spotify.com/track/0PQhYXD2wOAscsHiipoEfO?si=ec0a568275b944cd
Detox [V2],"Young Buck - U Ain’t Goin’ Nowhere
(feat. LaToiya Williams) (prod. Dr. Dre & Mark Batson)","Track 11 on ""Buck The World"". Includes keys by Dawaun Parker and guitar by Mike Elizondo.",3:59,"Mar 27, 2007",Production,Yes,https://open.spotify.com/track/7ykCZIIgR7ScaZ8oT434M6?si=421de6ac073445a6
,Mixing,,,,,,
Detox [V2],"50 Cent - Candy Shop
(feat. Olivia) (prod. Scott Storch)","Track 7 on ""The Massacre"". Mixed by Dr. Dre.",3:21,"Feb 8, 2005",Mixing,Yes,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh?si=504aabfb97754490
Detox [V2],"50 Cent - Get In My Car
(prod. Hi-Tek)","Track 9 on ""The Massacre"". Mixed by Dr. Dre.",4:05,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/4nmBEd13jgjtV8Pc90JDDn?si=bcea4c4b340349cd
Detox [V2],"50 Cent - Ryder Music
(add. Conesha Monet Owens, Dion & Ruben Cruz) (prod. Hi-Tek)","Track 12 on ""The Massacre"". Mixed by Dr. Dre.",3:51,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/2UPiF4dyPTBKJYrvekbbis?si=4f60d63455e54424
Detox [V2],"50 Cent - Disco Inferno
(prod. Bang Out & C-Styles)","Track 13 on ""The Massacre"". Mixed by Dr. Dre.",3:34,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/69bHJ9qs5FrUJbKP8xU8uZ?si=926b31d749264a4c
Detox [V2],"50 Cent - Just A Lil Bit
(prod. Scott Storch)","Track 14 on ""The Massacre"". Includes sitar by Mike Elizondo. Mixed by Dr. Dre.",3:57,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/4nva9EpKntUTs6CRSGBCn9?si=d19306bb78b945be
Detox [V2],"50 Cent - Build You Up
(feat. Jamie Foxx) (prod. Scott Storch)","Track 18 on ""The Massacre"". Mixed by Dr. Dre.",2:55,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/4hXMVtFRjxOQrAnkCqsO1c?si=e6da704744bb4baa
Detox [V2],"50 Cent - I Don't Need 'Em
(prod. Buckwild)","Track 21 on ""The Massacre"". Includes bass by Eric Hudson. Mixed by Dr. Dre.",3:20,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/4cY7sokPEdKNQHOleTnECM?si=8e71bee7348841b4
Detox [V2],"50 Cent - Hate It Or Love It (G-Unit Remix)
(feat. G-Unit) (prod. Cool & Dre)","Track 21 on ""The Massacre"". Includes keys by Dave Cabrera. Mixed by Dr. Dre.",4:23,"Mar 5, 2005",Mixing,Yes,https://open.spotify.com/track/6TYPoBrn53njY2C0WwdmA1?si=77e7d146a6544136
Detox [V2],"50 Cent - We Both Think Alike
(feat. Olivia) (prod. DJ Khalil)",Track 7 on the Get Rich Or Die Tryin' soundtrack (not to be confused with the album). Mixed by Dr. Dre.,3:05,"Nov 8, 2005",Mixing,Yes,https://open.spotify.com/track/4fNIUqkM1oQGRqKekqCPAY?si=287f982709b04f84
Detox [V2],"50 Cent - Amusement Park
(prod. Dangerous LLC, Fluterscooter & Freak Fineman)","Track 11 on ""Curtis"". Mixed by Dr. Dre.",3:09,"Sep 11, 2007",Mixing,Yes,https://open.spotify.com/track/1WosQjABHKd2wEjQ0XBlhC?si=080a78a3c00f4e43
Detox [V2],"Busta Rhymes - New York Shit
(feat. Swizz Beatz) (prod. DJ Scratch)","Track 4 on ""The Big Bang"". Mixed by DJ Scratch & Dr. Dre.",3:01,"Jun 13, 2006",Mixing,Yes,https://open.spotify.com/track/2T9LBQxMj07M7FQ511cEjW?si=71de45528bc54c5f
Detox [V2],"Busta Rhymes - You Can't Hold The Torch
(feat. Q-Tip & Chauncey Black) (prod. J Dilla)","Track 8 on ""The Big Bang"". Includes keys by Dawaun Parker and scratches by Busta himself. Mixed by Dr. Dre.",3:39,"Jun 13, 2006",Mixing,Yes,https://open.spotify.com/track/5So0O3EZlHcxLC5RTGDrzZ?si=e1a7d1eb5f1b4975
Detox [V2],"JAY-Z - The Prelude
(prod. B Money)","Track 1 on ""Kingdom Come"". Mixed by Dr. Dre and Young Guru.",2:44,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Oh My God
(prod. Just Blaze)","Track 2 on ""Kingdom Come"". Mixed by Dr. Dre and Young Guru.",4:17,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Kingdom Come
(prod. Just Blaze)","Track 3 on ""Kingdom Come"". Mixed by Dr. Dre and Young Guru.",4:23,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Show Me What You Got
(prod. Just Blaze)","Track 4 on ""Kingdom Come"". Mixed by Dr. Dre.",3:43,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Do U Wanna Ride
(feat. John Legend) (prod. Kanye West)","Track 6 on ""Kingdom Come"". Mixed by Dr. Dre and Young Guru.",5:29,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - I Made It
(prod. DJ Khalil)","Track 8 on ""Kingdom Come"". Mixed by Dr. Dre.",3:25,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Anything
(feat. USHER & Pharrell Williams) (prod. The Neptunes)","Track 9 on ""Kingdom Come"". Mixed by Dr. Dre.",4:21,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Hollywood
(feat. Beyonce) (prod. Syience)","Track 10 on ""Kingdom Come"". Mixed by Dr. Dre.",4:17,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Dig A Hole
(feat. Sterling Simms) (prod. Swizz Beatz)","Track 12 on ""Kingdom Come"". Mixed by Dr. Dre and Young Guru.",4:11,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"JAY-Z - Beach Chair
(feat. Chris Martin) (prod. Chris Martin & Rick Simpson)","Track 14 on ""Kingdom Come"". Mixed by Dr. Dre and Young Guru. Also includes uncredited drum programming by Dre.",5:08,"Nov 21, 2006",Mixing,Yes,https://open.spotify.com/album/3A29Ss77LjRZ3sKuauWieY?si=lHjp9CAORZOYx1d8NYnBiQ
Detox [V2],"Sunshine Anderson - Problems
(prod. Mike City)","Track 7 on ""Sunshine At Midnight"". Mixed by Dr. Dre.",4:29,"Jan 23, 2007",Mixing,Yes,https://open.spotify.com/track/3ivMFDYaUgrf2MDVD7A2rV?si=84b36c88d013486c
Detox [V2],"The Game - Dreams
(prod. Kanye West)","Track 3 on ""The Documentary"". Includes guitar by Glenn Jefferies, keys by Ervin ""EP"" Pope and bass by KeeNote. Mixed by Dr. Dre.",4:46,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/5F7caGhe84C6ONva5S8yXF?si=feb74c0ff6784fe7
Detox [V2],"The Game - Hate It Or Love It
(feat. 50 Cent) (prod. Cool & Dre)","Track 4 on ""The Documentary"" and released as a post-album single January 28th. Includes bass by Mike Elizondo. Samples ""Rubber Band"" by The Trammps. Mixed by Dr. Dre.",3:26,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R?si=92f54fad41634555
Detox [V2],"The Game - The Documentary
(prod. Jeff Bhasker & Jeff Reed)","Track 11 on ""The Documentary"". Mixed by Dr. Dre.",4:11,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/0JlYNNkFTSuvlkSXcyPHHP?si=b1d56e0f7018496a
Detox [V2],"The Game - Runnin'
(feat. Tony Yayo) (add. Dion) (prod. Hi-Tek)","Track 12 on ""The Documentary"". Mixed by Dr. Dre.",4:26,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/7bqTOtOJKoXSa6ar6lozvF?si=eff1d8e9092c490f
Detox [V2],"The Game - Where I'm From
(feat. Nate Dogg) (prod. Focus...)","Track 15 on ""The Documentary"". Mixed by Dr. Dre & Steve B. Includes scratches by Tank.",3:08,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/5QvXScsmiZcYvNyRimWWEN?si=460c20b3eb1542c1
Detox [V2],"The Game - Special
(feat. Nate Dogg) (prod. Needlz)","Track 16 on ""The Documentary"". Includes guitar by Mike Elizondo. Mixed by Dr. Dre.",3:57,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/0AFxQBihcXLnNZ5QHPZSJ9?si=d72cb59145b0433d
Detox [V2],"The Game - Like Father, Like Son
(feat. Busta Rhymes) (prod. BuckWild)","Track 18 on ""The Documentary"". Mixed by Dr. Dre.",5:27,"Jan 18, 2005",Mixing,Yes,https://open.spotify.com/track/3DeJgPGR2SjxncjnPAcwBW?si=4f9c62d473534bb6
,Other,,,,,,
Detox [V2],"Pharaohe Monch - When The Gun Draws
(feat. Mr. Porter) (prod. Mr. Porter)","Track #7 on ""Desire"". Originally made for Detox, as said by Mr. Porter.",3:16,"Jun 26, 2007",Other,Yes,https://open.spotify.com/track/1ACcY5dGBH3vJtCCufhErR?si=29a88cd0a0b84510
"12 Total
1 Feature
9 Production
2 Other",Detox [V3],"(09/??/2007) (Dr. Dre flies out to Detroit to help Eminem finish his mixtape)
(03/16/2009) (Eminem, Dr. Dre & 50 Cent fly to Vegas to shoot the We Made You music video)",,,,"One of the more lesser heard from eras of Detox is the third iteration, it was mostly carried by Bishop Lamont & Hayes with Slim The Mobster only getting involved near the end of this version around 2007. Dre was noticeably quiet on the released music side with not much content involving his name coming out. This version of Detox would also start to introduce different producers into the sound such as Jake One and DJ Khalil along with working with other artists such as T.I. & Rain 910. Lastly, this era would also introduce Sly Pyper, Dre's most underrated Aftermath artist.",
,Features,,,,,,
Detox [V3],"Eminem - Crack A Bottle [V1]
(feat. Dr. Dre & 50 Cent) (prod. Dr. Dre)","Recorded on December 12, 2008. Lacks the Steve Berman transition. Later released on ""Curtain Call 2"".",4:57,"Feb 2, 2009",Feature,Yes,https://open.spotify.com/track/0ltIb83VBPvnGDKg7axXej?si=aeddcc80378d4c2e
,Production,,,,,,
Detox [V3],"50 Cent - I Get It In
(prod. Dr. Dre, Dawaun Parker, Mark Batson & Trevor Lawrence Jr.)","Released as the second single for 50 Cent's album ""Before I Self Destruct"", but ultimately left off the album. Eventually included on the 2017 compilation ""Best Of 50 Cent"".",3:20,"Jan 15, 2009",Production,Yes,https://open.spotify.com/track/2GGXna7FXpFGhFfeuCijZ0?si=67c3bbe168f74f17
Detox [V3],"Bishop Lamont - Grow Up
(prod. Dr. Dre)",Released on CD in 2008 as the lead promotional single for The Reformation. Never saw a commercial release.,4:02,"Jul 2, 2008",Production,No,https://pillows.su/f/a956eefb6e4305d03d5b02042264456e
Detox [V3],"Bishop Lamont - The Greatest Trick
(prod. Mr. Porter & Dr. Dre)","Track 19 on ""The Confessional"". Dre is credited as ""GOD"".",3:45,"Jun 10, 2008",Production,Yes,https://open.spotify.com/track/3zljAETeax9WLTDkmsUQH0?si=b74a455d52e3465c
Detox [V3],"Devin The Dude - Comin' Back
(prod. Dr. Dre)","Track 3 on ""Hi Life"". Made in 2001 and was originally titled ""Yo Ho"". The instrumental for this song was played in The Wash.",3:54,"Sep 7, 2008",Production,Yes,https://open.spotify.com/track/4UJuH3f1zHBSaiP80Pwn79?si=d3d8fe3aed5c4fb9
Detox [V3],"G-Unit - Like A Dog
(prod. Dr. Dre)","Track 1 on the G-Unit mixtape ""ThisIs50 Vol. 1: Return of the Body Snatchers"".",3:21,"Feb 4, 2008",Production,Yes,https://open.spotify.com/track/3z76mcV8s5DNMSBGgIyrOy?si=27dc013da5d941dd
Detox [V3],"G-Unit - Bottom Girl
(prod. Dr. Dre)","Track 7 on the G-Unit mixtape ""ThisIs50 Vol. 1: Return of the Body Snatchers"".",3:27,"Feb 4, 2008",Production,Yes,https://open.spotify.com/track/5ZGUCf4B1InheyfUv2hJR9?si=b06b9cc7d3c84c70
Detox [V3],"G-Unit - I'm 'Bout That
(prod. Dr. Dre)","Track 10 on the G-Unit mixtape ""ThisIs50 Vol. 1: Return of the Body Snatchers"".",4:04,"Feb 4, 2008",Production,Yes,https://open.spotify.com/track/6bX94PaM7Y8oqjRYXhv4yZ?si=f7ff5a417ab54638
Detox [V3],"G-Unit - Be Good To Me
(prod. Dr. Dre)","Track 11 on the G-Unit mixtape ""ThisIs50 Vol. 1: Return of the Body Snatchers"".",4:07,"Feb 4, 2008",Production,Yes,https://open.spotify.com/track/29xJaXMWFAtXX1flGBbiQr?si=ca0670583b7d45dd
Detox [V3],"Trick Trick - Hold On
(prod. Dr. Dre)","Track 9 on ""The Villain"".",4:09,"Nov 11, 2008",Production,Yes,https://open.spotify.com/track/1p4IFj5Orck0ZoRFcQg0Nn?si=0c08139dd76549c4
,Other,,,,,,
Detox [V3],"Bishop Lamont - Pope Mobile Intro/Heaven
(feat. Bilal & Rev. Keep It Crackin') (prod. Mr. Porter)","Track 1 on ""Pope Mobile"". Originally a Dre song.",4:00,"Dec 25, 2007",Other,Yes,https://open.spotify.com/track/5zQTh1N6N6ocGufpcH5fFQ?si=2edf7e87655f4fb7
Detox [V3],"Bishop Lamont - On Top Now 
(feat. Stat Quo) (add. Dr. Dre) (prod. DJ Khalil)","Track 6 on ""Caltroit"". Features an outro from Dr. Dre. Some versions credit Dre as a feature, but the original release did not.",4:05,"Jan 15, 2008",Other,Yes,https://open.spotify.com/track/4FuHDxtJI1RYvHAhrYXWSH?si=4ddc2a20aff34734
"63 Total
2 Single
12 Feature
42 Production
2 Mixing
5 Other",Detox [V4],"(03/16/2009) (Eminem, Dr. Dre & 50 Cent fly to Vegas to shoot the We Made You music video)
(11/14/2011) (Dre announces a break from solo music)",,,,"The most wanted version of Detox. Coming out of ""Relapse"" sessions ""Detox"" is finally put into full focus by Dr. Dre, and the most extensive sessions are held through this period. Singles are released and the album comes the closest it ever did to releasing, but ultimately burns out and Dre steps back from working on his own music again in 2011.",
,Singles,,,,,,
Detox [V4],"I Need A Doctor
(feat. Eminem & Skylar Grey) (prod. Alex Da Kid)","Released as a teaser for Detox but was not intended for placement on the album. The song focuses on Eminem calling for Dre to return to music. Alex Da Kid originally had the idea to have Lady Gaga record the hook, but Eminem insisted Skylar be kept. ",4:44,"Feb 1, 2011",Single,Yes,https://open.spotify.com/track/70ATm56tH7OrQ1zurYssz0?si=bec418d3e19c4291
Detox [V4],"Kush
(feat. Snoop Dogg & Akon) (add. Sly Pyper, Kobe, Slim The Mobster & Blaqthoven) (prod. DJ Khalil, Bēkon & Dr. Dre)","Leaked shortly before release. Was intended as a ""warm up"" single and not actually a single for Detox as according to Dre. Also according to Dre, this song wasn't representative of the sound for Detox and was actually a one off in terms of subject matter and sound. Includes chords by Bēkon. Although he doesn't have any listed credit, DJ Khalil has mentioned that Dre did add production to the song, adding a hi-hat, shaker, and layering to the kick and snare. Khalil described Dre as adding more ""movement"" to the beat.",3:55,"Nov 18, 2010",Single,Yes,https://open.spotify.com/track/1U8Ho1nOzKXYDvfigOuHG4?si=601357b536ae4ff1
,Features,,,,,,
Detox [V4],"Eminem - Crack A Bottle [V2]
(feat. Dr. Dre & 50 Cent) (prod. Dr. Dre)","Track 18 on ""Relapse"". Includes keyboards by Dawaun Parker and Mark Batson and bass and guitar by Erick ""Jesus"" Coomes.",4:57,"May 15, 2009",Feature,Yes,https://open.spotify.com/track/4dK00wCxlqWEeN8BoM1BHT?si=514349f44fae4f9a
Detox [V4],"Eminem - Old Time's Sake
(feat. Dr. Dre) (prod. Dr. Dre & Mark Batson)","Track 13 on ""Relapse"". Later released as a single on June 2nd, 2009. Includes keyboards by Mark Batson, Dawaun Parker and Trevor Lawrence Jr. and bass & guitar by Erick ""Jesus"" Coomes.",4:38,"May 15, 2009",Feature,Yes,https://open.spotify.com/track/5j6ODxGVhAWeCS49bBKuxz?si=f077363527194113
Detox [V4],"Eminem - Hell Breaks Loose
(feat. Dr. Dre) (add. Nikki Grier) (prod. Dr. Dre & Mark Batson)","Track 22 on ""Relapse: Refill"". Recorded in summer of 2009 during the Hawaii sessions for ""Relapse 2"". Originally released as a single alongside Elevator. Includes keyboards by Mark Batson, Dawaun Parker and Trevor Lawrence Jr.",4:04,"Dec 21, 2009",Feature,Yes,https://open.spotify.com/track/0FXfAepEmqVCMnvOpb8Hoj?si=99699a96ae3b42bb
Detox [V4],"Slim the Mobster - Back Against the Wall [V2]
(feat. Dr. Dre & Sly Pyper) (prod. Jake One & Dr. Dre)","Track 5 on Slim the Mobster's mixtape ""War Music"". Uses an improved beat from T.I.'s Salute with added production and mixing from Dre.",3:51,"Nov 9, 2011",Feature,Yes,https://open.spotify.com/track/5qC6h73gTegfTwx2S8H76z?si=bd37ce749fb44a59
Detox [V4],"The Game - Drug Test [V1]
(feat. Dr. Dre, Snoop Dogg & Sly Pyper) (prod. DJ Khalil)","Track 2 on ""Hoodmorning (no typo): Candy Coronas"". Has different drums compared to the album version.",2:29,"Jul 29, 2011",Feature,No,https://pillows.su/f/e852ad731f8e99bc9c17d9a40bbed7c8
Detox [V4],"The Game - Drug Test [V2]
(feat. Dr. Dre, Snoop Dogg & Sly Pyper) (prod. DJ Khalil & Bēkon)","Track 3 on ""The R.E.D. Album"". Originally made for Detox before being taken by The Game. Mixed by Dre.",2:46,"Aug 1, 2011",Feature,Yes,https://open.spotify.com/track/3hNcFmtyN9ZHfR4cbqp3yT?si=c97f7b9a106c4979
Detox [V4],"The Game - The Ocean
(feat. Dr. Dre) (add. Sly Pyper & Busta Rhymes) (prod. Dr. Dre & Che Pope)","Track 28 on The Game's mixtape ""Purp & Patron"". Features a bridge from Sly Pyper & an outro from Busta Rhymes.",4:34,"Jan 24, 2011",Feature,Yes,https://pillows.su/f/26f4a43bad9f1c44b079278a06c150cf
Detox [V4],"The Game - Dr. Dre Intro
(feat. Dr. Dre)","The first of four spoken-word interludes Dre contributes to ""The R.E.D. Album"".",0:26,"Aug 23, 2011",Feature,Yes,https://open.spotify.com/track/3lmczoC2ncOz0V0LdBewU4?si=cf01325e61e6421c
Detox [V4],"The Game - Dr. Dre 1
(feat. Dr. Dre)","The second of four spoken-word interludes Dre contributes to ""The R.E.D. Album"".",0:26,"Aug 23, 2011",Feature,Yes,https://open.spotify.com/track/4yEHPZ7jLXOgoej5JjYWnv?si=5d0f2ab09fbf4287
